date_releve,code_materiau,libelle,unite,prix,indice_base100,source,horodatage_ingestion
2023-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,73.3,154.3,eurostat,2026-09-11T20:38:14
2023-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,68.1,143.39,eurostat,2026-09-11T20:38:14
2023-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,69.9,147.14,eurostat,2026-09-11T20:38:14
2023-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,74.0,155.73,eurostat,2026-09-11T20:38:14
2023-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,83.9,176.43,eurostat,2026-09-11T20:38:14
2023-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,89.9,189.1,eurostat,2026-09-11T20:38:14
2023-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,82.5,173.68,eurostat,2026-09-11T20:38:14
2023-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,77.5,163.11,eurostat,2026-09-11T20:38:14
2023-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,72.0,151.43,eurostat,2026-09-11T20:38:14
2024-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,73.6,154.96,eurostat,2026-09-11T20:38:14
2024-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,78.7,165.64,eurostat,2026-09-11T20:38:14
2024-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,77.2,162.44,eurostat,2026-09-11T20:38:14
2024-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,79.3,166.96,eurostat,2026-09-11T20:38:14
2024-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,73.5,154.74,eurostat,2026-09-11T20:38:14
2024-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,73.3,154.3,eurostat,2026-09-11T20:38:14
2024-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,74.6,157.05,eurostat,2026-09-11T20:38:14
2024-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,68.5,144.05,eurostat,2026-09-11T20:38:14
2024-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,62.3,131.06,eurostat,2026-09-11T20:38:14
2024-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,66.7,140.31,eurostat,2026-09-11T20:38:14
2024-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,67.5,142.07,eurostat,2026-09-11T20:38:14
2024-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,66.9,140.75,eurostat,2026-09-11T20:38:14
2025-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,72.3,152.09,eurostat,2026-09-11T20:38:14
2025-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,70.4,148.13,eurostat,2026-09-11T20:38:14
2025-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,64.1,134.91,eurostat,2026-09-11T20:38:14
2025-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,59.3,124.67,eurostat,2026-09-11T20:38:14
2025-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,58.7,123.46,eurostat,2026-09-11T20:38:14
2025-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,61.6,129.63,eurostat,2026-09-11T20:38:14
2025-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,63.7,134.03,eurostat,2026-09-11T20:38:14
2025-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,60.2,126.76,eurostat,2026-09-11T20:38:14
2025-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,61.8,129.96,eurostat,2026-09-11T20:38:14
2025-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,60.1,126.54,eurostat,2026-09-11T20:38:14
2025-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,64.1,134.91,eurostat,2026-09-11T20:38:14
2025-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,56.9,119.82,eurostat,2026-09-11T20:38:14
2026-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,57.2,120.26,eurostat,2026-09-11T20:38:14
2026-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,62.1,130.73,eurostat,2026-09-11T20:38:14
2026-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,94.6,199.12,eurostat,2026-09-11T20:38:14
2026-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,102.0,214.54,eurostat,2026-09-11T20:38:14
2026-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,95.4,200.66,eurostat,2026-09-11T20:38:14
2026-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,84.3,177.42,eurostat,2026-09-11T20:38:14
2026-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,95.0,199.89,eurostat,2026-09-11T20:38:14
2019-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,350.3,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,349.9,99.89,eurostat,2026-09-11T20:38:14
2019-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,350.3,100.0,eurostat,2026-09-11T20:38:14
2019-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,351.4,100.33,eurostat,2026-09-11T20:38:14
2019-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,351.0,100.22,eurostat,2026-09-11T20:38:14
2019-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,350.6,100.11,eurostat,2026-09-11T20:38:14
2019-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,348.7,99.56,eurostat,2026-09-11T20:38:14
2019-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,348.3,99.44,eurostat,2026-09-11T20:38:14
2019-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.8,99.0,eurostat,2026-09-11T20:38:14
2019-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,347.1,99.11,eurostat,2026-09-11T20:38:14
2019-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,347.1,99.11,eurostat,2026-09-11T20:38:14
2019-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.8,99.0,eurostat,2026-09-11T20:38:14
2020-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.0,98.78,eurostat,2026-09-11T20:38:14
2020-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.0,98.78,eurostat,2026-09-11T20:38:14
2020-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,345.6,98.67,eurostat,2026-09-11T20:38:14
2020-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,344.8,98.44,eurostat,2026-09-11T20:38:14
2020-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,343.6,98.11,eurostat,2026-09-11T20:38:14
2020-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,344.8,98.44,eurostat,2026-09-11T20:38:14
2020-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,344.8,98.44,eurostat,2026-09-11T20:38:14
2020-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,345.2,98.55,eurostat,2026-09-11T20:38:14
2020-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,344.8,98.44,eurostat,2026-09-11T20:38:14
2020-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.4,98.89,eurostat,2026-09-11T20:38:14
2020-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,346.8,99.0,eurostat,2026-09-11T20:38:14
2020-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,347.1,99.11,eurostat,2026-09-11T20:38:14
2021-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,354.2,101.11,eurostat,2026-09-11T20:38:14
2021-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,354.9,101.33,eurostat,2026-09-11T20:38:14
2021-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,357.7,102.11,eurostat,2026-09-11T20:38:14
2021-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,367.0,104.78,eurostat,2026-09-11T20:38:14
2021-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,372.1,106.23,eurostat,2026-09-11T20:38:14
2021-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,379.9,108.45,eurostat,2026-09-11T20:38:14
2021-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,399.7,114.13,eurostat,2026-09-11T20:38:14
2021-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,404.4,115.46,eurostat,2026-09-11T20:38:14
2021-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,411.0,117.35,eurostat,2026-09-11T20:38:14
2021-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,422.7,120.69,eurostat,2026-09-11T20:38:14
2021-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,425.1,121.36,eurostat,2026-09-11T20:38:14
2021-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,426.2,121.69,eurostat,2026-09-11T20:38:14
2022-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,439.1,125.36,eurostat,2026-09-11T20:38:14
2022-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,441.4,126.03,eurostat,2026-09-11T20:38:14
2022-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,445.7,127.25,eurostat,2026-09-11T20:38:14
2022-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,463.2,132.26,eurostat,2026-09-11T20:38:14
2022-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,471.0,134.48,eurostat,2026-09-11T20:38:14
2022-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,476.9,136.15,eurostat,2026-09-11T20:38:14
2022-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,478.4,136.6,eurostat,2026-09-11T20:38:14
2022-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,481.2,137.37,eurostat,2026-09-11T20:38:14
2022-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,481.6,137.49,eurostat,2026-09-11T20:38:14
2022-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,479.6,136.93,eurostat,2026-09-11T20:38:14
2022-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,476.9,136.15,eurostat,2026-09-11T20:38:14
2022-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,474.5,135.48,eurostat,2026-09-11T20:38:14
2023-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,470.3,134.26,eurostat,2026-09-11T20:38:14
2023-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,469.1,133.93,eurostat,2026-09-11T20:38:14
2023-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,471.8,134.71,eurostat,2026-09-11T20:38:14
2023-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,466.8,133.26,eurostat,2026-09-11T20:38:14
2023-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,467.9,133.59,eurostat,2026-09-11T20:38:14
2023-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,465.6,132.93,eurostat,2026-09-11T20:38:14
2023-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,463.2,132.26,eurostat,2026-09-11T20:38:14
2023-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,462.9,132.15,eurostat,2026-09-11T20:38:14
2023-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,461.7,131.81,eurostat,2026-09-11T20:38:14
2023-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,458.6,130.92,eurostat,2026-09-11T20:38:14
2023-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,455.5,130.03,eurostat,2026-09-11T20:38:14
2023-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,453.5,129.48,eurostat,2026-09-11T20:38:14
2024-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,446.5,127.47,eurostat,2026-09-11T20:38:14
2024-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,444.2,126.81,eurostat,2026-09-11T20:38:14
2024-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,446.1,127.36,eurostat,2026-09-11T20:38:14
2024-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,446.1,127.36,eurostat,2026-09-11T20:38:14
2024-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,445.3,127.14,eurostat,2026-09-11T20:38:14
2024-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,447.3,127.7,eurostat,2026-09-11T20:38:14
2024-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,450.4,128.59,eurostat,2026-09-11T20:38:14
2024-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,450.4,128.59,eurostat,2026-09-11T20:38:14
2024-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,450.8,128.7,eurostat,2026-09-11T20:38:14
2024-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,450.4,128.59,eurostat,2026-09-11T20:38:14
2024-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,450.8,128.7,eurostat,2026-09-11T20:38:14
2024-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,452.3,129.14,eurostat,2026-09-11T20:38:14
2025-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,454.3,129.7,eurostat,2026-09-11T20:38:14
2025-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,455.5,130.03,eurostat,2026-09-11T20:38:14
2025-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,455.1,129.92,eurostat,2026-09-11T20:38:14
2025-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,454.3,129.7,eurostat,2026-09-11T20:38:14
2025-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,457.8,130.7,eurostat,2026-09-11T20:38:14
2025-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,458.2,130.81,eurostat,2026-09-11T20:38:14
2025-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,457.4,130.59,eurostat,2026-09-11T20:38:14
2025-08-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,458.2,130.81,eurostat,2026-09-11T20:38:14
2025-09-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,460.9,131.59,eurostat,2026-09-11T20:38:14
2025-10-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,462.9,132.15,eurostat,2026-09-11T20:38:14
2025-11-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,464.8,132.7,eurostat,2026-09-11T20:38:14
2025-12-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,465.6,132.93,eurostat,2026-09-11T20:38:14
2026-01-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,467.9,133.59,eurostat,2026-09-11T20:38:14
2026-02-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,469.1,133.93,eurostat,2026-09-11T20:38:14
2026-03-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,469.9,134.15,eurostat,2026-09-11T20:38:14
2026-04-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,471.8,134.71,eurostat,2026-09-11T20:38:14
2026-05-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,476.5,136.04,eurostat,2026-09-11T20:38:14
2026-06-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,479.2,136.82,eurostat,2026-09-11T20:38:14
2026-07-01,BOIS_M3,Bois de charpente sapin/épicéa,m3,480.0,137.04,eurostat,2026-09-11T20:38:14
2019-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,123.7,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.0,100.21,eurostat,2026-09-11T20:38:14
2019-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.0,100.21,eurostat,2026-09-11T20:38:14
2019-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.0,100.21,eurostat,2026-09-11T20:38:14
2019-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.2,100.41,eurostat,2026-09-11T20:38:14
2019-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.5,100.62,eurostat,2026-09-11T20:38:14
2019-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.4,100.51,eurostat,2026-09-11T20:38:14
2019-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.7,100.82,eurostat,2026-09-11T20:38:14
2019-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.4,100.51,eurostat,2026-09-11T20:38:14
2019-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.1,100.31,eurostat,2026-09-11T20:38:14
2019-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.2,100.41,eurostat,2026-09-11T20:38:14
2019-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.2,100.41,eurostat,2026-09-11T20:38:14
2020-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.0,101.03,eurostat,2026-09-11T20:38:14
2020-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.7,100.82,eurostat,2026-09-11T20:38:14
2020-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.9,100.93,eurostat,2026-09-11T20:38:14
2020-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.5,100.62,eurostat,2026-09-11T20:38:14
2020-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.7,100.82,eurostat,2026-09-11T20:38:14
2020-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.1,101.13,eurostat,2026-09-11T20:38:14
2020-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.4,101.34,eurostat,2026-09-11T20:38:14
2020-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.1,101.13,eurostat,2026-09-11T20:38:14
2020-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.5,101.44,eurostat,2026-09-11T20:38:14
2020-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.1,101.13,eurostat,2026-09-11T20:38:14
2020-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.0,101.03,eurostat,2026-09-11T20:38:14
2020-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,124.9,100.93,eurostat,2026-09-11T20:38:14
2021-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,126.0,101.85,eurostat,2026-09-11T20:38:14
2021-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,126.1,101.96,eurostat,2026-09-11T20:38:14
2021-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.6,101.54,eurostat,2026-09-11T20:38:14
2021-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,125.6,101.54,eurostat,2026-09-11T20:38:14
2021-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,126.0,101.85,eurostat,2026-09-11T20:38:14
2021-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,126.3,102.06,eurostat,2026-09-11T20:38:14
2021-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,127.0,102.68,eurostat,2026-09-11T20:38:14
2021-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,128.4,103.81,eurostat,2026-09-11T20:38:14
2021-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,128.3,103.71,eurostat,2026-09-11T20:38:14
2021-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,129.2,104.43,eurostat,2026-09-11T20:38:14
2021-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,129.7,104.84,eurostat,2026-09-11T20:38:14
2021-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,130.6,105.56,eurostat,2026-09-11T20:38:14
2022-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,136.3,110.2,eurostat,2026-09-11T20:38:14
2022-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,137.1,110.81,eurostat,2026-09-11T20:38:14
2022-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,138.1,111.64,eurostat,2026-09-11T20:38:14
2022-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,143.0,115.55,eurostat,2026-09-11T20:38:14
2022-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,145.4,117.51,eurostat,2026-09-11T20:38:14
2022-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,147.3,119.05,eurostat,2026-09-11T20:38:14
2022-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,148.6,120.08,eurostat,2026-09-11T20:38:14
2022-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,150.1,121.32,eurostat,2026-09-11T20:38:14
2022-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,150.6,121.73,eurostat,2026-09-11T20:38:14
2022-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,150.7,121.83,eurostat,2026-09-11T20:38:14
2022-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,152.8,123.48,eurostat,2026-09-11T20:38:14
2022-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,153.8,124.3,eurostat,2026-09-11T20:38:14
2023-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.8,129.97,eurostat,2026-09-11T20:38:14
2023-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,164.1,132.65,eurostat,2026-09-11T20:38:14
2023-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,165.4,133.68,eurostat,2026-09-11T20:38:14
2023-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,165.3,133.57,eurostat,2026-09-11T20:38:14
2023-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,165.4,133.68,eurostat,2026-09-11T20:38:14
2023-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,165.1,133.47,eurostat,2026-09-11T20:38:14
2023-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,163.7,132.34,eurostat,2026-09-11T20:38:14
2023-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,164.2,132.75,eurostat,2026-09-11T20:38:14
2023-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,163.7,132.34,eurostat,2026-09-11T20:38:14
2023-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,163.5,132.13,eurostat,2026-09-11T20:38:14
2023-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,162.7,131.51,eurostat,2026-09-11T20:38:14
2023-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,162.3,131.2,eurostat,2026-09-11T20:38:14
2024-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,162.2,131.1,eurostat,2026-09-11T20:38:14
2024-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,162.1,131.0,eurostat,2026-09-11T20:38:14
2024-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.9,130.9,eurostat,2026-09-11T20:38:14
2024-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.8,130.79,eurostat,2026-09-11T20:38:14
2024-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,162.2,131.1,eurostat,2026-09-11T20:38:14
2024-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.2,130.28,eurostat,2026-09-11T20:38:14
2024-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.1,130.18,eurostat,2026-09-11T20:38:14
2024-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.8,130.79,eurostat,2026-09-11T20:38:14
2024-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.2,129.45,eurostat,2026-09-11T20:38:14
2024-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.2,129.45,eurostat,2026-09-11T20:38:14
2024-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,159.5,128.94,eurostat,2026-09-11T20:38:14
2024-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,159.8,129.15,eurostat,2026-09-11T20:38:14
2025-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.3,130.38,eurostat,2026-09-11T20:38:14
2025-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.9,130.07,eurostat,2026-09-11T20:38:14
2025-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.5,129.76,eurostat,2026-09-11T20:38:14
2025-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.9,130.07,eurostat,2026-09-11T20:38:14
2025-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.3,130.38,eurostat,2026-09-11T20:38:14
2025-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.2,130.28,eurostat,2026-09-11T20:38:14
2025-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.1,130.18,eurostat,2026-09-11T20:38:14
2025-08-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.3,130.38,eurostat,2026-09-11T20:38:14
2025-09-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.5,129.76,eurostat,2026-09-11T20:38:14
2025-10-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.2,129.45,eurostat,2026-09-11T20:38:14
2025-11-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.3,129.56,eurostat,2026-09-11T20:38:14
2025-12-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,159.6,129.04,eurostat,2026-09-11T20:38:14
2026-01-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,161.2,130.28,eurostat,2026-09-11T20:38:14
2026-02-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.9,130.07,eurostat,2026-09-11T20:38:14
2026-03-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,160.9,130.07,eurostat,2026-09-11T20:38:14
2026-04-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,164.1,132.65,eurostat,2026-09-11T20:38:14
2026-05-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,164.9,133.26,eurostat,2026-09-11T20:38:14
2026-06-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,166.0,134.19,eurostat,2026-09-11T20:38:14
2026-07-01,CIMENT_T,"Ciment CEM II 32,5 R",tonne,165.0,133.37,eurostat,2026-09-11T20:38:14
2019-01-01,CUIVRE_T,Tube cuivre (plomberie),tonne,5709.0,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,CUIVRE_T,Tube cuivre (plomberie),tonne,5736.0,100.47,eurostat,2026-09-11T20:38:14
2019-03-01,CUIVRE_T,Tube cuivre (plomberie),tonne,5777.0,101.18,eurostat,2026-09-11T20:38:14
2019-04-01,CUIVRE_T,Tube cuivre (plomberie),tonne,5803.0,101.65,eurostat,2026-09-11T20:38:14
2019-05-01,CUIVRE_T,Tube cuivre (plomberie),tonne,5709.0,100.0,eurostat,2026-09-11T20:38:14
